"","label_train","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55"
"608","1",0.0211079241299272,0.0112273227047643,0.0372615121237051,0.0226839050003277,0.0506004544125289,0.00492276503877824,0.0145743137433616,0.0303355278447017,0.0445753675290544,0.00729907170966137,0.00584418582212726,0.0245020188040418,0,0.0182904332365811,0.0235590995465602,0.0274212137275917,0.0197185687616717,0.0379490449649062,0.0298661518635454,0.0167339128677125,0.015066444803945,0.000107639884106048,0.0444292467009802,0.0115079296974593,0.0126345886535578,0.0161731691567531,0.0329476140045477,0.0101679605403032,0.0121133444462463,0.0133330505457545,0.00460226110992737,0.00421170229695816,0.0117875931162215,0.00133727689599533,0.0296859228063659,0.0152503784411262,0.014167074716763,0.0217161100156967,0.00609183213116235,0,0.0354270309052102,0.00630304138877422,0.0315424117498412,0.00515633568111583,0.00672228002930575,0.0122823585465047,0.0255544992112607,0.0222332203942846,0.015800819354832,0.0106441779656284,0.0258590006595937,0.005620487166566,0.0140706494531689,0.0095180255956939
"609","1",0.0104490625036207,0.00876273027412073,0.0164414856743593,0.0318281176197776,0.053434387018715,0.00359347298988092,0.0445677061296511,0.0128724424234615,0.0222345377015916,0.0331061243789999,0.00226017097232004,0.0159506691559354,0.0465791801173067,0.0013908420232877,0.033903246591551,0.0202494231440363,0.00377891517330585,0.023944253034612,0.00523697877651115,0.0099572513672222,0.00616259318289681,0.00392798766168427,0.0512185806761863,0.00799797158512677,0,0.0184145282014189,0.0273277754796396,0.00832244438124836,0.0095404450159774,0.017622770217196,0.0204726553175298,0.0285607863812363,0.0140973824237828,0.00172698422535493,0.0366106999468431,0.000641315108502182,0.0110061341163862,0.0165321440957092,0.0190075739826335,0.00535359162573181,0.03883784852543,0.0258648989783991,0.00805658431881548,0.0131094359505896,0.0153177619646922,0.00620247543286233,0,0.0425475656956632,0.00876325311227714,0.00760090783418068,0.0154359045128128,0.0294584581617075,0.0122267392539751,0.00141232307835418
"610","1",0,0,0.0114920583917303,0.0156468771677924,0.0280419296719571,0.00605102437704715,0.00708830087674752,0.0141489989044271,0.00934795292045766,0.0273267376278121,0.0165244959488934,0.00674878255317046,0.0157125532245824,0.0231873394026312,0.0284698794172473,0.0125634799364503,0.00508081611897597,0.00186861684756025,0,0.000398704040051713,0.000338218579409111,0.00912744674152434,0.055052746178589,0.00547666215155785,0.00091792344201158,0.0258768156947407,0.0190236232906805,0.0141081506387198,0.019314989911791,0.00551186414680969,0.0241002300457371,0.011284790236873,0.0565010462837495,0.00457352210001223,0,0.0079135236629815,0.0101796590658477,0,0.00116809806481373,0.0015008316475861,0.0278004703720062,0.0144916077136206,0.0140248674215241,0.00816737507420495,0.00554940195323699,0.00126892749950919,0.0580452686686707,0.0161532302494409,0.00640916778828224,0.0641383154830847,0.0192688629682851,0,0,0.00289613509017335
"611","1",0.0135016388652229,0.0385092180500678,0.0346980504938196,0.0205108870187438,0.0498095585297238,0,0.0163308567490639,0.0134468382459693,0.0187240501622025,0.0193391346453572,0.00863341533825331,0.00824850170978539,0,0,0,0.0473642804963325,0.0443572457604444,0.0141037405116382,0.0313855984957216,0.0284404854217104,0.000462028436812573,0.00185551327200633,0.0596650128775168,0.000743945570946477,0.0059191472352821,0.00582155989244407,0.00755927157178132,0.0300516536555071,0.00229753531015574,0.00611080242462136,0.00293076065967499,0.00483565065782565,0.00724381670207555,0.000649036214308091,0.00309882397183694,0.0281617634530343,0.000155973098579265,0.00845968772754825,0.0142164170199072,0.0365654902502463,0.0502701747315631,0,0,0.0173801103166111,0.0417815670812265,0.00605211562210613,0.000981547160922033,0,0,0.00347187126461461,0.0126949347865892,0.0320283341024378,0.013590512972803,0
"612","1",0.00491583431890659,0.0031475860835403,0.0153718095505191,0.0315807746827872,0.031577356912588,0,0.00545381367381726,0.000946478662476709,0.0257217523367485,0.043811106707901,0.00754015562437928,0.0157656900338767,0.00841054969822601,0.0422424661265834,0.0411572815964183,0.00741635581420572,0,0.000936650426060273,0.00949418872858873,0.0120051297557336,0.0115329469507567,0.0158606697892054,0.0379648484742263,0.0105950250225519,0.0247465822208927,0.0204564910935863,0.00590836889406957,0.0082751645479223,0.0209398818987581,0.0222518620558529,0.00304411448720066,0.061849218807808,0.00330025146336285,0.00256841025697046,0.0216977858539614,0.00838674511876396,0.00268517556683434,0.0066340845375921,0.00600848150929421,0.000721202582058302,0.0468105999113669,0.000519017019483849,0.014265719144551,0.0114887723005685,0.0367033576564798,0.0101917833077171,0.00416827791281807,0.00219827969084607,0.00024562505919849,0.0393873530360255,0.0116911882600037,0.0159644431990227,0.0016873572221046,0.0148976851188048
"613","1",0.0041528783403603,0,0.000544870224028207,0.0652572073210441,0.0397023446873277,0.00170056747155369,0.0281761013575339,1.02679336729846e-05,0.0268049688874324,0.0259129303124266,0.000552267905783962,0.0117120171435795,0.00230406498751043,0.000636256472780765,0.0561586439587704,0.0123484857738219,0,0.0342659654237388,0.0173386497030767,0.0185375513402783,0.0176874882617297,0.00200243396652474,0.0420380156283335,0.0228214058647728,0.033740072208546,0.0112049854716612,0.00635472575055624,0.0193607070762179,0.00693522820532988,0.0225895017268819,0.0126236293955222,0.0091281345776864,0,0.0194856233249335,0.0308610838222183,0.0390768835451154,0.00614374889316153,0.0040213713518555,0.00624161029387677,0,0.0263424461353519,0.01653886415866,0.00743981575429368,0.00185641458804902,0.0366221361105808,0.00138589128505722,0.00734751070775682,0.0270600806267726,0.00995640506910595,0.00625668096188026,0.0224944162925543,0.010066188604677,0.0235571073580213,0.00442229884196766
"615","1",0.0021664111680432,0.000174478049855262,0.0011761157856563,0.0884969944587529,0.0374256340352692,0.000696083673052837,0.026313789545087,0.00977714117633078,0.0368437219051694,0.0270967448793659,0,0.00193430242258656,0.0142489513922762,0.00202872556993319,0.0372923387917076,0.0261593959726246,0.00134889918817648,0.0472797618662869,0.0252745848832727,0.0131793168195047,0,0.0151062133398617,0.0416034533982334,0.0119733445089107,0.0402426775439352,0.0222373734234938,0.00129882265040578,0.00214660613774938,0.00122475959997157,0.0200501625094993,0.0230502149246388,0.00300739509355345,0.0111082812423188,0.00494797661285861,0.00939740570357132,0.0219684885399301,0.00203847759023807,0.0186042293365356,0.0367868190805169,0.00123555228774552,0.054907011718016,0.00268661627158277,0.0052168759940328,0.00797572446024348,0.0497583635301297,0.0258332805416962,0.00417491918005687,0.00167332878936794,0.00648597340775929,0.00201969814754645,0.0359335451265647,0.0333162552355305,0.0144295973402703,0.00521321601927337
"616","1",0.00634101467582278,0.0108563405264813,0.0171798636787414,0.0367036830953615,0.0333146471338796,0.00492716708364675,0.0282836116531763,0.0057807798302241,0.0217398571863581,0.0311190482962553,0.00785535444340557,0.0243789036456211,0,0.0258803492163327,0.0403161541175375,0.0223350625467617,0.0255402522205313,0.016202580867304,0.0223701617239961,0.00948813810398096,0.0143611241809189,0.00464123628425256,0.0393472108753843,0.0157897686116107,0.00913026506112779,0.0136036517584684,0.0248244143612867,0.0120273488096849,0.00964410412741718,0.0255228253905205,0.0021055512360681,0.00901645796750571,0,0.0130053599942867,0.0339922687923465,0.0139161425724342,0.000558884890403529,0.028855491195424,0.021612733381698,0.013172316516522,0.036304993762539,0.0159052226216322,0.00712211364733952,0.0108944151036144,0.0143175794294218,0.0274895016978732,0.0128014330035302,0.0115715211790302,0.0275025693793009,0.00829048105587873,0.00142242152027863,0.017101777063251,0.0269531132815944,0.0050513112343831
"617","1",0.000145380758613407,0.0275965663471321,0.0356451016248491,0.020490338559884,0.0500218403769718,0,0.0275100449732548,0.0151014293690962,0.0069727414743892,0.0367380455839512,0.000232269444669228,0.0136471224662114,0.0134447344194139,0.0161305576171611,0.0357539537496479,0.0216587806324754,0.0029721324787631,0.0202022049732206,0.000104236331749507,0.00731582820074639,0.00625004147215536,8.9362785585762e-05,0.0599609818629173,0,0.00528492273928281,0.0477558946798781,0.0364852111138686,0.00873963795648071,0.0156966519502594,0.00236448248408428,0.0123340372137934,0.0247288924741049,0.014816173054279,0.00466252437445617,0.02377519158219,0.00526439261018775,0,0.000930685936502319,0.000351023244823347,0,0.06,0,0.00714641325279322,0.0336614162896109,0.0331529354110121,0.00226164003143713,0,0.000379740905747448,0.0175438568851522,0.0169069570505578,0.0106870986888391,0.00594232574397257,0.015939581208882,0.00455408283431302
"619","1",0.012504932025281,0.00211078190050572,0.0109951424002664,0.0253824320884382,0.0280407446326662,0.00219112119443807,0.0215902033352437,0.0111095636256669,0.0105338765027865,0.0271942732642517,0.0088778681665107,0.0127713784636898,0.00362979949313171,0.0407749649961363,0.0212114182889589,0.0181543344175677,0.0452033410248721,0.00397209680480215,0.00774524037699635,0.00803833484277795,0.00992194384231377,0.00158826161974831,0.0290390630113258,0.0102283661069371,0.0027559252126993,0.0156974913919868,0.00408298664192778,0.004151914108756,0.019745632006134,0.010779487320225,0,0.0435037716666518,0.00535945499708295,0.00384573425904737,0.0531097446237462,0,0.00601486922030946,0.00582343884672332,0.00525366736779684,0.00327133403964655,0.0249904582629625,0.00895963491841415,0.00324172704750318,0.0200379386002485,0.026938257541737,0.012178142405578,0.0437510199233966,0.0109072535815803,0,0.0429654503169312,0.00151712867682168,0.0140696123663781,0.0250528426982533,0
"620","1",0.0173229993578006,0.0122447543063266,0.017771408238152,0.044089498732307,0.0419184736669087,0.0137237437593513,0.00780471281236376,0.00834158916200584,0.0370587263389282,0.0223785802381264,0.00739825782724656,0.0318019051306207,0.0122898449625289,0.000773697804739104,0.0512457910734862,0.0104088515859306,0.000816337139256732,0.000738331420853816,0.0166522747412408,0.0190388081588129,0.025696451223874,0.000961913737908715,0.0462712821169691,0.00778014296819869,0.0148493559495006,0.0179987211899163,0.00720391732306244,0.00903628356253999,0.0149788977128209,0.0291531641312776,0.0112259784390708,0.00776143798300044,0,0.000873773976082151,0.0177604503316179,0.0234793636324823,0.0263442532499905,0.0333277714948148,0.0165668439765944,0.00551873054543617,0.0440846205137928,0.00162965990437892,0.02718238302611,0.0100323457822903,0.0205788151751892,0.00806035369715019,0.0119362714672797,0.00568215749991849,0,0.00605032448187424,0.00451168570799922,0.0146573142084057,0.04464738280912,0.00383859103178151
"621","1",0.0023906452811778,0.00601237549217202,0.00419221796607829,0.01608288610731,0.0232478002896984,0.00881099616450155,0.00805847006386477,0,0.0176713018368227,0.0498984492441585,0.00979514710556038,0.00822144935426892,0.00842761409111346,0.0266383175571703,0.0384417346033974,0.0154584588219655,0.00158548551204508,0.000672960766126866,0.00177641083670239,0,0.00515462111752523,0.0319216486263877,0.0271282972049502,0.0118143165419348,0.0175845487006262,0.0051058519523855,0.00537448663549181,0.00247550972915457,0.0110728157135098,0.0128189493695212,0.0199910637638084,0.0509424839710935,0.00892033166448733,0.0192931793596609,0.00394001009961262,0.0110490889040822,0.00735432325867476,0.00279319658116913,0.00201235659865175,0.023344856477275,0.0394916901829366,0.0116356477394004,0.0231420694134551,0.0234879874271874,0.00314247781506807,0.00268200981955387,0.00912012456872817,0.0106601990557728,0.0272641014539565,0.0213653510148946,0.00110244080919886,0.000669189625644105,0.00416264955221559,0.00548613692479596
"622","1",0.0103666905763339,0.0184449257001987,0.0296679057424766,0.02426984360874,0.0471527768898563,0.00537772098492044,0.0159330733398271,0.00953807851825561,0.0350105533758833,0.0290421556315542,0.00838683736728587,0.00587250162639362,0.00202733386771939,0.00200392921337749,0.00144463323870874,0.0557062860842642,0.0214589366615284,0.0234588159354004,0.00953370907983104,0.00883867244267815,0.0139228060857937,0.0108923058273682,0.0610454303856201,0.00050276033811965,0.0240812536874112,0.0153926870751721,0.0102306025691958,0.00602112110886544,0.00200195269897424,0.00511749759474806,0.0220115713048598,0.000626448679750898,0.0151999464267552,0.0200789989710837,0.0283121610304019,0.0188570079807288,0.0114619916045344,0.00776328080081755,0.0112880155330156,0.0163178206760488,0.0471019560744276,0.00914552197176689,0.014062741113549,0.00195784416456709,0.0125231419011301,0.03628631796576,0.00738438160253761,0.00236814695217837,0.00192392929472473,0.00375869725463622,0.00814248376643513,0.0110044656205931,0.0198542536252803,0.000610816853420331
"623","1",0,0.0517089641649982,0.01526835419642,0.0378350219439057,0.0688743915343456,0,0.0221067878321624,0.019042062056626,0.0139995468601477,0.024101126174165,0.0220695264429837,0.0162818582513375,0.0029604707889854,0.0607372702937723,0.0230631060812809,0.0150599823135474,0.0379530459308151,0.00297780764306716,0.0112546920235821,0.0376479950552022,0,0,0.0459952948542953,0.0105992450886033,0.021728587181184,0.0132259209062879,0.0113453385139617,0.00583403540770114,0.0252177215139373,0.00308055469174991,0,0.0841647093448958,0,0,0.0863151777481901,0,0.000750187469365396,0.00658749685708211,0.0383756477577758,0.0107950516712515,0.0629381734318166,0,0.00151528206543355,0.0213787468017185,0.0295331917359155,0.00983598451679428,0.00728672265400124,0.00591348713656986,0.00165650730823448,0.0608544772713576,0,0.00412688225585971,0.0740604296970395,0
"625","1",0.062061942776594,0.0176815975588424,0.0381977550075742,0.0144144688210547,0.032893353581963,0.00232519855729217,0.0157852151095608,0.00908213685292788,0.0271509215381287,0.0125779962173839,0.00131194750458487,0.0254129367984024,0.0127750608696385,0.00282186335208374,0.0421437260659981,0.0349599197175082,0.0263906820188185,0.0249045661983348,0.0101156695688726,0.0204929776534544,0.0303191395981171,0.00334775579424151,0.045438507741927,0.00124356405068128,0.00501806262090379,0.0149879604298629,0.0212266040783179,0.0306623904779476,0.0147774322972273,0.00774849791362341,0.0228011154303838,0.01062274147274,0.0131221926172413,0.0116970076983416,0.0313662907391508,0.0126350733628214,0.0055639492805394,0.038585586734541,0.027035989859059,0.00586752622399875,0.0550424347554835,0.00358886465466869,0.0156889647700997,0.00738084361829155,0.0107860793202201,0.0331261705732686,0.0177760958316324,0.0131501498197637,0.00180048433918004,0.0124483982857605,0.0261779998540709,0.0541881252269712,0.0134703669511632,0.00190128383906817
"628","1",0.00626845589739378,0.00326268008476347,0.0257178733038312,0.0322139048493218,0.0368957368112238,0.00943625026868693,0.0121010101693715,0.0151333920479378,0.023984518258796,0.0337960698886528,0.00694866123612029,0.0163053289137145,0.0182156733298668,0.0319320701087631,0.0475591244053912,0.00843585066769106,0.0287697091961811,0.012492649079707,0.00450855630268462,0.00867711697005428,0.00891978177501851,0.00757597816595833,0.0553084219541821,0.0215906927844035,0.0175118680228846,0.0301035626046399,0.0127442135896657,0.0109049146282448,0.0125685209375667,0.00408658398379498,0.0134318285519933,0.019454646853952,0.00601888080502476,0.0140376460393894,0.0279011401448509,0.0174669213562913,0.018094875640817,0.0153758210623519,0.00203552988003017,0.0170881473209808,0.0541258424971019,0.0185353345695812,0.0113602936385138,0.030919588036342,0.0201616746898585,0.0078696780145131,0.0321177920008009,0.00322879068657493,0.00666925631620433,0.023799144187647,0.00927213826972258,0.00217088238848508,0.0132583670045084,0.00508610460475552
"629","1",0.0151036891128042,0.020888047283657,0.0119184620050602,0.0470362500178124,0.0490230480434013,0,0.014217532048069,0.00491765482836234,0.0425685491401343,0.00927954379759694,0.00742512851634767,0.00110082867155073,0.00660185882105347,0.00931900083227246,0.0307577565859169,0.0235716455018746,0.0105845307642205,0.0409771240594765,0.0327487405667298,0.0131567500182665,0,0.00367157872101246,0.0452239557680351,0.0120557803010919,0.0264054258335646,0.0114942997906387,0.00496084412724067,0.0133804842831044,0.00686929701175836,0.0106358024845795,0.0139007710815084,0.0142066561760691,0.00914759370191538,0.0114256343575028,0.0183743393702742,0.0101982891492055,0.0177810083862392,0.0254215117486948,0.00583500021667959,0,0.0358470708845995,0.00644473041170412,0.0165226667826455,0.00547889969477067,0.00129738475287493,0.00275521967144347,0.0173444684904755,0.0225591007098183,0.00896753205896043,0.0127141523230162,0.00397929665768395,0.00532807865735507,0.00669824676195395,0.00740333341687805
"630","1",0.0090186855090758,0.00779182267851276,0.0362596004727916,0.0331671988179968,0.0477245498938243,0.00896152781923828,0.00747219199801071,0.0338703064700322,0.0298197847751213,0.0220277581220265,0.00310718066827136,0,0.0037427814648275,0.00501952776404748,0.0167825860115255,0.0488376815072514,0.0278422269259886,0.0103577855921371,0.021121924997321,0.0118945559339095,0,0.0135831449001364,0.0542194138217806,0.00461544343870314,0.0276977735120258,0.0200344966206207,0.0119583368419096,0.0242696134500541,0.00321779791646726,0.0200837955549186,0.0225051075438089,0.000124590612707312,0,0.0150390249903936,0.00862744432313462,0.0267478142794056,0.0155673820559138,0.0200174427925877,0.0106868321386946,0.0043171871080225,0.0562228431130752,0.0136806263626105,0.0282330162996737,0.0260598552404259,0.0192701709314079,0.00998608293788016,0.0023418926876885,0.0131284442535394,0.0121482785517064,0,0.00438861029807978,0.0312654973013915,0.015683568562496,0.0237760208559067
"631","1",0.00530564012136485,0.022974871750548,0.0283730832136706,0.0251955406957842,0.0426538877454982,0.00174795749570664,0.0137706550489383,0.00612187450688145,0.0342500256639224,0.0395325018944317,0.00659886254148177,0.0130212998878087,0.0158901116781845,0.00510297593549257,0.0628016826518099,0.0148265462841147,0.00470747982550972,0.0240382445707652,0.00223863984918017,0.0241020322306326,0.014619292280938,0.00559455848062493,0.0505943051986359,0.00691343602047574,0.0251665230049586,0.0111542367466125,0.00329164017800758,0.0120291757417197,0.0108996741031936,0.00317361988481121,0.0059682638634922,0.0569884057759189,0.00675480268434959,0.00515769152591396,0.0452205287740424,0.0123278335988124,0.00105112932834546,0.00688579116919768,0.00350881465072588,0.000516477627609733,0.0414399879563838,0.0370490392445379,0.0231064219904741,0.0167842183645547,0.0284681431399451,0.00765739435417646,0,0.0152016072218951,0.0712780797940149,0.0149392203024734,0.00453482886615324,0.0240266193693644,0.0181600258411599,0.00873600601750299
"632","1",0.0209187874951932,0.0108230029490053,0.0258145845386269,0.0240367514786472,0.034887371653946,0.00499750394194635,0.0197006078045919,0.000798398581619357,0.023943929559306,0.0275730049861428,0.00589670360869349,0.00521596242365403,0.00637754025106906,0.010610017008248,0.0235153359396539,0.0218022953010399,0.0171058991264513,0.0125856811741857,0.00627694583992675,0.0073615009981214,0.00504729827894393,0.00632402916108487,0.0347397584133145,0.00869922704983103,0.015395761191425,0.00104075837338314,0.00354402588558244,0.00536040297777116,0.00972639797911592,0.001264958036361,0.00656022986793917,0.0117797159799511,0.00455514789346847,0.00148692761112966,0.00831787191712155,0.00848334940353877,0.00207841587514423,0.00195950907374567,0.0043564551689147,0.00174978703952213,0.0356250504217016,0.00700390794900591,0.0155187185714887,0.00252319255611129,0.0112767716123288,0.00991887271056285,0.00322077934662887,0.0104918374331932,0.0152853197503794,0.0171424949363815,0.00190576227528933,0.0031793211086011,0.00378540290740254,0.0057255012829432
"633","1",0.00611298495218262,0.0153662913185699,0.0298077268854974,0.0495161252652966,0.030621446915596,0.00622350779387469,0.0144398115956411,0.0115224511780505,0.0215105192934848,0.0490704782585835,0.00521202028431697,0.0355434423548959,0.0165449242365149,0.00309664907394116,0.0177454815585117,0.0295055407597311,0.0158552573236906,0.0354388464280867,0.0225158086912524,0.00215271074606161,0.00214313881372044,0.0241489644833028,0.0397290947824958,0.0191934382475193,0.0307606156404758,0.0173791260755231,0.0144296859952419,0.00504667351579403,0.00475666932207312,0.0158294800657423,0.00597188400112387,0.0133065876244263,0.00407382105547697,0.0214273245333382,0.0141758598776,0.0112900653197567,0.0012599518594553,0.0152038037126239,0.000459199826012096,0.0031128224552097,0.0426871168689941,0.00664672542763349,0.00696381220942242,0.00937998760783485,0.0100374731349149,0.0215590275038404,0.0116310422824608,0.00403224874157822,0.0105301034419621,0.00596227918966586,0.0315473069797539,0.0124834767150039,0.00746374899018035,0.00692161110853424
"634","1",0,0.00247459185260589,0.00593642628837497,0.0217297062746238,0.0106945833251152,0.000455396735456412,0.0213876607086694,0.00554409356856071,0.0244096774227628,0.0513461285990624,0.0208573984202183,0.00438937018645114,0.0136682423496823,0.00567731564720185,0.0372022489992475,0.0166872293116357,0.00488212723323671,0.00844957997246277,0.00554967446638031,0.00293960656265618,0.00305291850723782,0.0247765161871759,0.0287240767854364,0,0.0219611235126506,0.0160656252060926,0.0155880000390457,0.0146405829827029,0.00917998611686359,0.00648566435407566,0.0059861766918832,0.00701690972024898,0.030659854019488,0.0105088020144878,0.0235832897519109,0.0155627453798732,0,0.0346324588999604,0.0228023311790238,0.00738389058720252,0.0517390231111539,0.00288885364973441,0.00492927451870406,0.010148536991399,0.0524211035370074,0.00706015344000404,0.0243666924719842,0.0410730344411072,0.0200331056672582,0.0302569718526891,0.0017106942257373,0.0476675075026474,0.00582284889622484,0.00551672407641194
"635","1",0.00805759588708123,0.0042492517089966,0.0121169659874165,0.042836675880418,0.0319688205989495,0.0246085275281409,0.0144373489993008,0.0135541267886718,0.0278765367269008,0.0166673487943175,0.00327792248645364,0.00591591599336384,0.0157419241641111,0.0116381762773149,0.0363264438213688,0.0130203197465904,0.0116122885425051,0.00994255448437279,0.001595593121123,0.00358278428854,0.000652665626742391,0.00678188995612593,0.0867793722801187,0.00333174147192197,0.00829868015460427,0.0159941581614966,0.0266476863616747,0.0105148332878073,0,0.00676368376771269,0.0164834500999994,0.0171825824881051,0.0280371650310425,0.0110469673789836,0,0.00775482608832383,0.00685499082505366,0.00787466395750607,0.00450846027934927,0.0206433305053519,0.0510261583957909,0.0127118709812789,0.0303191258491125,0.00829869834279169,0.00995878877357396,0.0018099466738737,0.00918572264027876,0.0316308200290279,0.044324718119698,0.0152824611475211,0.00785794678849951,0.0073398003124148,0.00121584144008878,0.0140715267494741
"636","1",0.000825601141066113,0,0,0.0297204871993669,0.0346532554314789,7.7939455786286e-05,0.00938825385697994,0.0153726803307384,0.0201774340993438,0.0310409527988668,0.00398013571291295,0.00738910005775533,0.011194489439952,0.0512580142279921,0.0231560225197015,0.00939076681044327,0.0118073490623635,0.00740119803842992,0.00299965343288438,0,0,0.010336547753649,0.059157293118706,0,0.0126067076703613,0.0298575582149603,0.020453216410228,0.0027737363100803,0.0234586757066774,0.00636408644921951,0.00345943929793663,0.05380266478638,0.0169908698639807,0.0063232859164127,0,0.00263350926769426,0,0.000807772816734335,0.000876569646067535,0.00255359827546614,0.0705849268278635,0.00475144807973045,0.00793997756559566,0.0413687541298866,0.00737270075871442,0.00927924238626006,0.00470605672499439,0.00599033856130311,0.00163812645646979,0.0976138093866957,0,0.0143314210447338,0.0387461012628538,0.00584599211413131
"637","1",0.0164066673287231,0.029636447981149,0.0360679633543378,0.0204337526527502,0.0491750210774969,0,0.00292337334637311,0.00319687429370179,0.0374065854793567,0.0142396229430722,0.00778316823493146,0.00286064039615297,0.00304632550267391,0.00792922176611591,0.000405194071596298,0.0512249073781656,0.014560131118554,0.0488857655440652,0.00242324649686647,0.0234766943727373,0.0122622902089394,0.00292723817981696,0.0433065379348681,0.00595902106580821,0.0111304321416058,0.00484729629695276,0.00900782228965935,0.00453350229414489,0.00105993673857407,0.00468323443462379,0.0089985486070558,0.0171957908712908,0.0052659146148621,0.000607398905876033,0.0448968001716837,0.0047588389178401,0,0.00099421992703539,0.0421243736072721,0,0.0589726512565757,0.000522555166324097,0.00118884514708722,0.00109519617269697,0.0546470028889955,0.00379726134367675,0.000365904287923935,0.0039874700841929,0.00448352163293234,0.00909259994079788,0.0199895777389014,0.0406422066222481,0.0254933005987515,0
"638","1",0.0135130106220572,0,0.0270739326582878,0.0221098812830775,0.0305417125701175,0.048984851977876,0.00994161871500316,0.00117254773387036,0.0436895610648893,0.0187758547666086,0.0253580675266236,0.0364221709240794,0.0182834779121692,0,0.0379000211229731,0.0400307240170248,0,0.0062027425849795,0.0166047888048996,0.0207892947000879,0.00468396490449266,0.0176670086070021,0.0241335523568993,0.00387525245641743,0.013828261067631,0.0126216746665152,0.00331058866277617,0,0.046596393643151,0.0261833507012746,0.0381597420125979,0.0149573430298811,0.00209003010610125,0,0.00311792190128867,0.0102091092230064,0.0403027961467953,0.00690885693327606,0.0378903466957887,0.0157650533755979,0.0227236903797722,0.0291295133416654,0.010075209786657,0.0281448768494847,0.0351277427126757,0.0123295897499217,0.0201037802927947,0,0.0104918234754561,0.00359860380816375,0.00254916835746445,0.00582536797534502,0,0.00471828657187315
"641","1",0.0145228592064395,0.0133037067559802,0.0194616930172124,0.024618425057504,0.0341010215872354,0.00150020685713412,0.00974117026103391,0.0034032469611907,0.0248048193193628,0.0279414749428851,0.00414423924435332,0.021576071253637,0.0199895041074208,0.00577995106737982,0.0456530319863698,0.0236361362158799,0.00153262560061193,0.0136921160624333,0.010437972152766,0.0166724689094853,0.0141888983609887,0.00554356718404631,0.0437221111389104,0.00386953426329018,0.0111803719133766,0.0151154018160495,0.00824664086942941,0.00654048138244319,0.0156405106209259,0.00550911497272292,0.0129322607088071,0.0132332995820701,0.015189234971528,0.0154377739671798,0.0112200261315197,0.030013398143019,0.0118490345229293,0.00349837574532275,0.00665273152440129,0.00233234696590389,0.056255539394137,0.0110580862157428,0.00809664826420173,0.0239347063863318,0.0186224789349197,0.00920763108983924,0.00124422515687866,0.00596520954966749,0.00505788793415404,0.0124939238938328,0.00172152177319229,0.00701372231665517,0.0293506431478653,0.00124516788128296
"642","1",0.00717249406286167,0.020144293175378,0.0267540434567009,0.0256235658812303,0.0426046456476102,0.0115608552882246,0.0242077852461293,0.00224892154190975,0.0366398927506822,0.0348492645743003,0.01174190783205,0.0207418167574627,0.0229762258755968,0,0.039184994390027,0.0201106017921006,0.00438453661451126,0.0342558759533883,0.00302709685793151,0.0180127524938337,0.0113242570934352,0.00853937820569759,0.0465297107357603,0.00478485974474305,0.0275967061147691,0.00881198470842744,0.017237029380835,0.00466446340256381,0.00281566292472046,0.0132492998025769,0.0123352657875234,0.0120780540770715,0.0114830827792437,0.00871968855820264,0.0277144790879936,0.012566812967393,0,0.0017659716578068,0.0104293913608935,0.0143585549391139,0.0476010579232188,0.00106473897981449,0.00353429371631756,0.03025909536644,0.0360885528289641,0.00362793231251917,0,0,0.00715974244640974,0.0131475291729622,0.015210069114395,0.0141508493874809,0.0360721483845681,0.00264218869611456
"643","1",0.0128257137106753,0.0140266780332754,0.0297744778581986,0.0236649452057049,0.0406022747240299,0.00725218453229771,0.00270196266310101,0.00925332318885225,0.0385660042208456,0.00608119600899834,0.00444829715119849,0.00388630783461395,0.00988315546164083,0.00381987482486191,0.0269098926193749,0.0249617875612695,0.00332844940429341,0.00205753945739825,0.000230778770524159,0.0175032827120852,0.0357828452204322,0.00137258524640013,0.0517945051607709,0.00240968291909097,0.00957918028057029,0.0102311470426685,0.0091362740785021,0.00358085678041795,0.00593499282248298,0.0188440371386874,0.0248892102021869,0.00515905570017466,0.00662147334155101,0.0196409212161797,0.00542503710904004,0.00724380377035612,0.0123514328725933,0.0275296979862833,0,0,0.0626779515821285,0.00605307235318723,0.0119746382776277,0.0172403034617262,0.0154922392090965,0.01511903569213,0.00249970407467573,0.00500575720836133,0.0145672905086233,0.00155292439907869,0.00859812059903477,0.0135559647131513,0.00929791335464424,0.00580156860912847
